TOA5,IMNAVAIT-SNOWFENCE,CR1000,12067,CR1000.Std.14,CPU:Imnaviatfence.CR1,34902,Imnaviat,,,,,,,,,,,
TIMESTAMP,RECORD,WS_ms,WindDir,WS_ms_WVc(1),WS_ms_WVc(2),WS_ms_S_WVT,T107_C,Snow_depth_3m,SignalQuality_3m,Snow_depth_8m,SignalQuality_8m,Snow_depth_15m,SignalQuality_15m,Batt_Volt,PanelTemp,T_107_3m,T_107_8m,T_107_15m
TS,RN,meters/second,Degrees,meters/second,meters/second,meters/second,Deg C,,,,,,,Volts,deg. C,deg c,deg c,deg c
,,Smp,Smp,WVc,WVc,Max,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
1/1/2012 0:00,173293,0,116,0,0,0,-27.13,1.399,0,2.56,0,0.481,0,11.97,-25.59,-2.435,-1.876,-3.016
1/1/2012 0:10,173294,0,121,0,0,0,-28.59,1.413,0,2.56,0,0.485,0,11.97,-25.96,-2.426,-1.886,-3.016
1/1/2012 0:20,173295,0,118.2,0,0,0,-28.55,1.414,0,2.56,0,0.482,0,11.97,-26.58,-2.426,-1.886,-3.016
1/1/2012 0:30,173296,0,114.4,0,0,0,-27.8,1.424,0,2.56,0,0.483,0,11.97,-27.18,-2.437,-1.887,-3.017
1/1/2012 0:40,173297,0,95.1,0,0,0,-28.09,1.465,0,2.56,0,0.481,0,11.97,-27.69,-2.435,-1.886,-3.016
1/1/2012 0:50,173298,0,87.2,0,0,0,-28.42,1.393,0,2.56,0,0.473,0,11.97,-28.09,-2.432,-1.882,-3.012
1/1/2012 1:00,173299,0,97.9,0,0,0,-29.47,1.419,0,2.56,0,0.479,0,11.97,-28.5,-2.43,-1.881,-3.011
1/1/2012 1:10,173300,0,77.45,0,0,0,-29.22,1.463,0,2.56,0,0.476,0,11.97,-28.84,-2.431,-1.891,-3.011
1/1/2012 1:20,173301,0,84.7,0,0,0,-28.8,1.464,0,2.56,0,0.477,0,11.97,-29.06,-2.432,-1.882,-3.013
1/1/2012 1:30,173302,0,156.6,0,0,0,-28.88,1.398,0,2.56,0,0.47,0,11.97,-29.22,-2.432,-1.882,-3.012
1/1/2012 1:40,173303,0,123.7,0,0,0,-30.44,1.455,0,2.56,0,0.478,0,11.97,-29.37,-2.432,-1.882,-3.013
1/1/2012 1:50,173304,0,113.9,0,0,0,-29.83,1.451,0,2.56,0,0.492,0,11.97,-29.64,-2.431,-1.882,-3.022
1/1/2012 2:00,173305,0,111.3,0,0,0,-29.87,1.463,0,2.56,0,0.486,0,11.97,-29.88,-2.432,-1.882,-3.022
1/1/2012 2:10,173306,0,100.7,0,0,0,-30.01,1.463,0,2.56,0,0.483,0,11.97,-30.08,-2.431,-1.882,-3.022
1/1/2012 2:20,173307,0,92.6,0,0,0,-30.17,1.46,0,2.56,0,0.479,0,11.97,-30.24,-2.43,-1.89,-3.02
1/1/2012 2:30,173308,0,96.6,0,0,0,-29.38,1.452,0,2.56,0,0.479,0,11.97,-30.44,-2.428,-1.888,-3.018
1/1/2012 2:40,173309,0,105.1,0,0,0,-28.63,1.447,0,2.56,0,0.476,0,11.97,-30.6,-2.428,-1.888,-3.018
1/1/2012 2:50,173310,0,102.1,0,0,0,-29.95,1.462,0,2.56,0,0.478,0,11.97,-30.85,-2.427,-1.887,-3.018
1/1/2012 3:00,173311,0,110.6,0,0,0,-30.76,1.434,0,2.56,0,0.487,0,11.97,-31.18,-2.436,-1.877,-3.017
1/1/2012 3:10,173312,0,121.1,0,0,0,-29.93,1.452,0,2.56,0,0.489,0,11.97,-31.47,-2.435,-1.876,-3.026
1/1/2012 3:20,173313,0,86,0,0,0,-29.61,1.426,0,2.56,0,0.48,0,11.97,-31.68,-2.434,-1.884,-3.024
1/1/2012 3:30,173314,0,84.4,0,0,0,-29.41,1.439,0,2.56,0,0.477,0,11.97,-31.72,-2.434,-1.885,-3.025
1/1/2012 3:40,173315,0,123.5,0,0,0,-30.89,1.45,0,2.56,0,0.47,0,11.97,-31.72,-2.434,-1.885,-3.025
1/1/2012 3:50,173316,0,101.1,0,0,0,-30.5,1.458,0,2.56,0,0.486,0,11.97,-31.77,-2.435,-1.885,-3.025
1/1/2012 4:00,173317,0,124.5,0,0,0,-30.37,1.442,0,2.56,0,0.486,0,11.97,-31.77,-2.435,-1.885,-3.026
1/1/2012 4:10,173318,0,88.3,0,0,0,-29.73,1.462,0,2.56,0,0.485,0,11.97,-31.72,-2.435,-1.885,-3.025
1/1/2012 4:20,173319,0,102.9,0,0,0,-28.23,1.42,0,2.56,0,0.481,0,11.97,-31.56,-2.433,-1.884,-3.024
1/1/2012 4:30,173320,0,118.9,0,0,0,-28.89,1.438,0,2.56,0,0.478,0,11.97,-31.18,-2.434,-1.884,-3.024
1/1/2012 4:40,173321,0,173.7,0,0,0,-29.79,1.457,0,2.56,0,0.479,0,11.96,-30.97,-2.433,-1.884,-3.024
1/1/2012 4:50,173322,0,79.02,0,0,0,-29.24,1.441,0,2.56,0,0.477,0,11.96,-30.89,-2.433,-1.883,-3.024
1/1/2012 5:00,173323,0,81.4,0,0,0,-27.99,1.422,0,2.56,0,0.478,0,11.96,-30.68,-2.434,-1.884,-3.024
1/1/2012 5:10,173324,0,81.7,0,0,0,-27.35,1.43,0,2.56,0,0.473,0,11.96,-30.28,-2.435,-1.885,-3.025
1/1/2012 5:20,173325,0,81.9,0,0,0,-27.72,2.36,0,2.56,0,0.477,0,11.97,-29.84,-2.435,-1.886,-3.026
1/1/2012 5:30,173326,0,127.8,0,0,0,-28.38,1.435,0,2.56,0,0.481,0,11.97,-29.53,-2.438,-1.888,-3.028
1/1/2012 5:40,173327,0,86.4,0,0,0,-28.76,1.449,0,1.977,0,0.477,0,11.97,-29.37,-2.44,-1.89,-3.03
1/1/2012 5:50,173328,0,135.9,0,0,0,-29.73,1.447,0,1.978,0,0.475,0,11.97,-29.41,-2.441,-1.891,-3.031
1/1/2012 6:00,173329,0,103.8,0,0,0,-28.37,1.449,0,1.981,0,0.485,0,11.97,-29.53,-2.451,-1.892,-3.032
1/1/2012 6:10,173330,0,103.9,0,0,0,-28.99,1.449,0,1.982,0,0.483,0,11.97,-29.61,-2.451,-1.892,-3.032
1/1/2012 6:20,173331,0,94.5,0,0,0,-28.78,1.448,0,1.981,0,0.478,0,11.97,-29.68,-2.452,-1.893,-3.033
1/1/2012 6:30,173332,0,101.7,0,0,0,-27.88,1.448,0,1.982,0,0.484,0,11.97,-29.64,-2.452,-1.893,-3.033
1/1/2012 6:40,173333,0,108.4,0,0,0,-27.4,1.448,0,1.98,0,0.483,0,11.97,-29.53,-2.452,-1.893,-3.042
1/1/2012 6:50,173334,0,105.2,0,0,0,-26.92,1.449,0,1.983,0,0.484,0,11.97,-29.29,-2.453,-1.893,-3.033
1/1/2012 7:00,173335,0,203.7,0,0,0,-27.11,1.452,0,1.982,0,0.492,0,11.97,-29.14,-2.452,-1.893,-3.033
1/1/2012 7:10,173336,0,9,0,0,0,-27.06,1.453,0,1.984,0,0.486,0,11.96,-29.02,-2.452,-1.893,-3.042
1/1/2012 7:20,173337,0,131.4,0,0,0,-27.29,1.444,0,1.976,0,0.48,0,11.97,-29.02,-2.452,-1.893,-3.043
1/1/2012 7:30,173338,0,146.5,0,0,0,-29.2,1.447,0,1.976,0,0.478,0,11.97,-29.22,-2.452,-1.893,-3.042
1/1/2012 7:40,173339,0,120.5,0,0,0,-29.3,1.451,0,1.982,0,0.496,0,11.97,-29.61,-2.452,-1.893,-3.042
1/1/2012 7:50,173340,0,71.33,0,0,0,-27.23,1.445,0,1.976,0,0.473,0,11.97,-29.92,-2.452,-1.893,-3.043
1/1/2012 8:00,173341,0,49.1,0,0,0,-26.64,1.446,0,1.978,0,0.479,0,11.97,-30.08,-2.452,-1.893,-3.042
1/1/2012 8:10,173342,0,63.68,0,0,0,-27.06,1.445,0,1.977,0,0.469,0,11.96,-30.24,-2.452,-1.893,-3.042
1/1/2012 8:20,173343,0,347.6,0,0,0,-28.16,1.451,0,1.977,0,0.487,0,11.96,-30.44,-2.45,-1.891,-3.041
1/1/2012 8:30,173344,0,148.4,0,0,0,-28.99,1.451,0,1.981,0,0.49,0,11.96,-30.64,-2.448,-1.889,-3.038
1/1/2012 8:40,173345,0,123.1,0,0,0,-29.69,1.454,0,1.98,0,0.488,0,11.96,-30.93,-2.447,-1.888,-3.038
1/1/2012 8:50,173346,0,97.1,0,0,0,-29.41,1.446,0,1.979,0,0.483,0,11.96,-31.26,-2.446,-1.886,-3.036
1/1/2012 9:00,173347,0,95.2,0,0,0,-29.51,1.446,0,2.56,0,0.483,0,11.96,-31.6,-2.444,-1.885,-3.044
1/1/2012 9:10,173348,0,100.7,0,0,0,-29.63,1.448,0,2.56,0,0.486,0,11.97,-31.9,-2.444,-1.885,-3.045
1/1/2012 9:20,173349,0,113,0,0,0,-29.41,1.45,0,1.979,0,0.484,0,11.97,-32.07,-2.454,-1.885,-3.045
1/1/2012 9:30,173350,0,114.6,0,0,0,-28.34,1.449,0,1.981,0,0.496,0,11.96,-32.16,-2.445,-1.886,-3.046
1/1/2012 9:40,173351,0,84.8,0,0,0,-30.13,1.449,0,2.56,0,0.483,0,11.96,-32.03,-2.445,-1.886,-3.046
1/1/2012 9:50,173352,0,5.056,0,0,0,-30.11,1.449,0,1.986,0,0.489,0,11.96,-32.03,-2.455,-1.886,-3.045
1/1/2012 10:00,173353,0,42.76,0,0,0,-29.93,1.447,0,1.972,0,0.486,0,11.96,-32.07,-2.455,-1.886,-3.046
1/1/2012 10:10,173354,0,50.82,0,0,0,-28.32,1.445,0,1.979,0,0.475,0,11.96,-32.11,-2.455,-1.886,-3.045
1/1/2012 10:20,173355,0,97.5,0,0,0,-27.81,1.449,0,2.56,0,0.481,0,11.96,-32.11,-2.454,-1.885,-3.044
1/1/2012 10:30,173356,0,21.19,0,0,0,-27.07,1.437,0,1.977,0,0.48,0,11.96,-32.2,-2.454,-1.885,-3.045
1/1/2012 10:40,173357,0,25.42,0,0,0,-28.23,1.45,0,1.98,0,0.484,0,11.96,-32.11,-2.455,-1.886,-3.045
1/1/2012 10:50,173358,0,9.27,0,0,0,-27.61,1.448,0,1.977,0,0.472,0,11.96,-32.11,-2.455,-1.886,-3.046
1/1/2012 11:00,173359,0,101.7,0,0,0,-28.42,1.443,0,1.98,0,0.48,0,11.96,-32.03,-2.455,-1.886,-3.045
1/1/2012 11:10,173360,0,76.08,0,0,0,-27.27,1.447,0,2.56,0,0.481,0,11.96,-31.98,-2.455,-1.886,-3.045
1/1/2012 11:20,173361,0,71.75,0,0,0,-27.41,1.446,0,1.978,0,0.478,0,11.96,-31.98,-2.455,-1.886,-3.045
1/1/2012 11:30,173362,0,110.7,0,0,0,-28.53,1.446,0,2.56,0,0.481,0,11.96,-32.03,-2.454,-1.885,-3.045
1/1/2012 11:40,173363,0,113.9,0,0,0,-30.35,1.449,0,1.979,0,0.493,0,11.96,-32.03,-2.454,-1.885,-3.045
1/1/2012 11:50,173364,0,126.2,0,0,0,-30.95,1.448,0,1.978,0,0.486,0,11.96,-32.07,-2.455,-1.886,-3.045
1/1/2012 12:00,173365,0,125.6,0,0,0,-31.4,1.455,0,1.983,0,0.495,0,11.96,-32.24,-2.454,-1.885,-3.045
1/1/2012 12:10,173366,0,129,0,0,0,-30.45,1.456,0,1.982,0,0.505,0,11.96,-32.33,-2.455,-1.886,-3.045
1/1/2012 12:20,173367,0,155.8,0,0,0,-29.81,1.454,0,1.985,0,0.496,0,11.96,-32.33,-2.465,-1.886,-3.046
1/1/2012 12:30,173368,0,107.3,0,0,0,-28.74,1.45,0,1.978,0,0.489,0,11.94,-32.24,-2.455,-1.896,-3.046
1/1/2012 12:40,173369,0,143,0,0,0,-28.66,1.456,0,1.98,0,0.495,0,11.94,-32.07,-2.455,-1.886,-3.055
1/1/2012 12:50,173370,0,70.78,0,0,0,-28.68,1.454,0,1.978,0,0.482,0,11.93,-31.85,-2.464,-1.885,-3.055
1/1/2012 13:00,173371,0,65.08,0,0,0,-27.46,1.444,0,1.977,0,0.472,0,11.93,-31.72,-2.454,-1.895,-3.045
1/1/2012 13:10,173372,0,0.048,0,0,0,-27.11,1.445,0,1.976,0,0.482,0,11.93,-31.68,-2.464,-1.885,-3.045
1/1/2012 13:20,173373,0,55.08,0,0,0,-27.46,1.441,0,1.967,0,0.477,0,11.93,-31.64,-2.464,-1.886,-3.055
1/1/2012 13:30,173374,0,95.6,0,0,0,-27.61,1.451,0,1.975,0,0.481,0,11.93,-31.68,-2.453,-1.884,-3.054
1/1/2012 13:40,173375,0,120.2,0,0,0,-29.95,1.452,0,1.979,0,0.479,0,11.93,-31.77,-2.464,-1.885,-3.054
1/1/2012 13:50,173376,0,155.8,0,0,0,-29.91,1.45,0,1.975,0,0.473,0,11.94,-31.77,-2.463,-1.885,-3.054
1/1/2012 14:00,173377,0,134.2,0,0,0,-30.11,1.449,0,1.979,0,0.494,0,11.95,-31.64,-2.464,-1.895,-3.054
1/1/2012 14:10,173378,0,125.1,0,0,0,-29.81,1.451,0,1.98,0,0.486,0,11.95,-31.51,-2.463,-1.885,-3.054
1/1/2012 14:20,173379,0,152.1,0,0,0,-29.65,1.448,0,1.977,0,0.477,0,11.95,-31.39,-2.463,-1.884,-3.044
1/1/2012 14:30,173380,0,129.8,0,0,0,-29.43,1.452,0,1.976,0,0.489,0,11.95,-31.26,-2.462,-1.884,-3.053
1/1/2012 14:40,173381,0,122.7,0,0,0,-28.53,1.453,0,2.56,0,0.492,0,11.95,-31.14,-2.462,-1.884,-3.053
1/1/2012 14:50,173382,0,77.8,0,0,0,-26.61,1.448,0,1.975,0,0.467,0,11.95,-30.93,-2.462,-1.884,-3.063
1/1/2012 15:00,173383,0,80.9,0,0,0,-26.81,1.453,0,1.984,0,0.495,0,11.95,-30.64,-2.463,-1.885,-3.064
1/1/2012 15:10,173384,0,134.4,0,0,0,-26.39,1.45,0,1.978,0,0.491,0,11.95,-30.24,-2.462,-1.884,-3.063
1/1/2012 15:20,173385,0,103.5,0,0,0,-25.81,1.448,0,1.982,0,0.488,0,11.95,-29.72,-2.463,-1.884,-3.063
1/1/2012 15:30,173386,0,113.9,0,0,0,-25.88,1.449,0,2.56,0,0.481,0,11.96,-29.22,-2.466,-1.887,-3.057
1/1/2012 15:40,173387,0,104.3,0,0,0,-26.36,1.448,0,1.979,0,0.482,0,11.96,-28.91,-2.469,-1.891,-3.06
1/1/2012 15:50,173388,0,80.2,0,0,0,-25.83,1.444,0,1.977,0,0.481,0,11.96,-28.65,-2.47,-1.891,-3.07
1/1/2012 16:00,173389,0,89.6,0,0,0,-25.55,1.448,0,1.974,0,0.477,0,11.95,-28.2,-2.47,-1.892,-3.061
1/1/2012 16:10,173390,0,92.8,0,0,0,-27.39,1.448,0,1.976,0,0.477,0,11.95,-27.87,-2.469,-1.89,-3.06
1/1/2012 16:20,173391,0,78.05,0,0,0,-28.12,1.449,0,1.977,0,0.474,0,11.95,-27.87,-2.467,-1.889,-3.058
1/1/2012 16:30,173392,0,76.17,0,0,0,-29.63,1.45,0,1.976,0,0.481,0,11.95,-28.09,-2.467,-1.889,-3.058
1/1/2012 16:40,173393,0,86.9,0,0,0,-29.47,1.449,0,1.978,0,0.477,0,11.95,-28.53,-2.467,-1.889,-3.058
1/1/2012 16:50,173394,0,76.41,0,0,0,-28.21,1.443,0,1.975,0,0.473,0,11.95,-28.95,-2.468,-1.89,-3.059
1/1/2012 17:00,173395,0,69.88,0,0,0,-28.99,1.449,0,2.56,0,0.485,0,11.96,-29.49,-2.469,-1.9,-3.069
1/1/2012 17:10,173396,0,88.1,0,0,0,-28.1,1.449,0,1.973,0,0.48,0,11.96,-29.96,-2.47,-1.891,-3.07
1/1/2012 17:20,173397,0,93.8,0,0,0,-27.98,1.449,0,1.971,0,0.477,0,11.96,-30.4,-2.471,-1.892,-3.071
1/1/2012 17:30,173398,0,98,0,0,0,-28.87,1.45,0,2.56,0,0.49,0,11.96,-30.64,-2.469,-1.9,-3.069
1/1/2012 17:40,173399,0,153.8,0,0,0,-28.97,1.446,0,1.972,0,0.471,0,11.96,-30.81,-2.467,-1.898,-3.067
1/1/2012 17:50,173400,0,89,0,0,0,-29.16,1.451,0,1.978,0,0.487,0,11.96,-31.01,-2.467,-1.888,-3.067
1/1/2012 18:00,173401,0,131.3,0,0,0,-28.19,1.449,0,1.973,0,0.481,0,11.95,-31.14,-2.464,-1.895,-3.064
1/1/2012 18:10,173402,0,126.5,0,0,0,-27.35,1.451,0,2.56,0,0.487,0,11.95,-31.3,-2.463,-1.894,-3.063
1/1/2012 18:20,173403,0,134.9,0,0,0,-28.16,1.448,0,2.56,0,0.487,0,11.95,-31.39,-2.463,-1.894,-3.063
1/1/2012 18:30,173404,0,250.1,0,0,0,-28.1,1.45,0,1.977,0,0.486,0,11.95,-31.51,-2.463,-1.894,-3.063
1/1/2012 18:40,173405,0,121.8,0,0,0,-28.1,1.449,0,2.56,0,0.479,0,11.95,-31.56,-2.463,-1.894,-3.064
1/1/2012 18:50,173406,0,54.79,0,0,0,-27.5,1.448,0,1.974,0,0.479,0,11.95,-31.64,-2.463,-1.894,-3.063
1/1/2012 19:00,173407,0,65.62,0,0,0,-27.53,1.448,0,2.56,0,0.475,0,11.95,-31.77,-2.473,-1.894,-3.064
1/1/2012 19:10,173408,0,102.3,0,0,0,-27.07,1.445,0,2.56,0,0.476,0,11.95,-31.9,-2.474,-1.895,-3.064
1/1/2012 19:20,173409,0,179.6,0,0,0,-27.52,1.454,0,1.976,0,0.483,0,11.95,-31.98,-2.474,-1.895,-3.064
1/1/2012 19:30,173410,0,256.6,0,0,0,-27.79,1.453,0,1.976,0,0.479,0,11.95,-31.98,-2.473,-1.895,-3.064
1/1/2012 19:40,173411,0,18.68,0,0,0,-28.64,1.45,0,1.975,0,0.472,0,11.95,-31.9,-2.474,-1.895,-3.065
1/1/2012 19:50,173412,0,44.56,0,0,0,-29.43,1.452,0,1.977,0,0.484,0,11.95,-31.77,-2.474,-1.896,-3.065
1/1/2012 20:00,173413,0,164.8,0,0,0,-29.79,1.451,0,1.973,0,0.48,0,11.95,-31.72,-2.482,-1.894,-3.063
1/1/2012 20:10,173414,0,148.6,0,0,0,-30.35,1.452,0,1.975,0,0.484,0,11.95,-31.64,-2.473,-1.894,-3.064
1/1/2012 20:20,173415,0,95.1,0,0,0,-30.03,1.452,0,1.975,0,0.481,0,11.95,-31.6,-2.483,-1.894,-3.064
1/1/2012 20:30,173416,0,116.3,0,0,0,-29.55,1.454,0,1.978,0,0.483,0,11.95,-31.51,-2.483,-1.894,-3.064
1/1/2012 20:40,173417,0,103.1,0,0,0,-29.22,1.453,0,1.975,0,0.478,0,11.95,-31.43,-2.482,-1.894,-3.063
1/1/2012 20:50,173418,0,122.3,0,0,0,-29.06,1.454,0,1.977,0,0.483,0,11.95,-31.22,-2.482,-1.903,-3.063
1/1/2012 21:00,173419,0,29.17,0,0,0,-28.74,1.452,0,1.976,0,0.48,0,11.95,-30.93,-2.482,-1.903,-3.063
1/1/2012 21:10,173420,0,340.8,0,0,0,-28.29,1.452,0,1.976,0,0.478,0,11.95,-30.56,-2.482,-1.903,-3.063
1/1/2012 21:20,173421,0,129.1,0,0,0,-28.18,1.452,0,1.976,0,0.479,0,11.95,-30.16,-2.483,-1.905,-3.064
1/1/2012 21:30,173422,0,334.9,0,0,0,-27.94,1.45,0,1.977,0,0.48,0,11.95,-29.8,-2.484,-1.905,-3.065
1/1/2012 21:40,173423,0,353.2,0,0,0,-27.48,1.451,0,1.976,0,0.477,0,11.95,-29.41,-2.486,-1.908,-3.067
1/1/2012 21:50,173424,0,327.9,0,0,0,-27.48,1.451,0,1.974,0,0.477,0,11.95,-28.99,-2.489,-1.91,-3.07
1/1/2012 22:00,173425,0,298.6,0,0,0,-27.54,1.449,0,1.975,0,0.473,0,11.95,-28.65,-2.49,-1.902,-3.071
1/1/2012 22:10,173426,0,3.778,0,0,0,-27.99,1.451,0,1.973,0,0.479,0,11.95,-28.38,-2.489,-1.9,-3.069
1/1/2012 22:20,173427,0,348.2,0,0,0,-27.65,1.449,0,1.974,0,0.477,0,11.95,-28.2,-2.488,-1.909,-3.069
1/1/2012 22:30,173428,0,335.3,0,0,0,-28.27,1.448,0,1.974,0,0.474,0,11.95,-28.05,-2.487,-1.909,-3.068
1/1/2012 22:40,173429,0,341.6,0,0,0,-29.24,1.451,0,1.98,0,0.478,0,11.95,-27.98,-2.487,-1.908,-3.067
1/1/2012 22:50,173430,0,321.2,0,0,0,-29.34,1.447,0,1.98,0,0.479,0,11.95,-28.09,-2.486,-1.898,-3.077
1/1/2012 23:00,173431,0,346.5,0,0,0,-29.49,1.448,0,1.98,0,0.48,0,11.95,-28.2,-2.487,-1.908,-3.068
1/1/2012 23:10,173432,0,323.8,0,0,0,-29.47,1.448,0,1.99,0,0.48,0,11.95,-28.35,-2.487,-1.908,-3.077
1/1/2012 23:20,173433,0,325.6,0,0,0,-29.44,1.451,0,1.984,0,0.479,0,11.95,-28.46,-2.488,-1.909,-3.078
1/1/2012 23:30,173434,0,317.6,0,0,0,-29.46,1.449,0,1.987,0,0.48,0,11.95,-28.57,-2.488,-1.91,-3.079
1/1/2012 23:40,173435,0,314.6,0,0,0,-30.25,1.449,0,1.984,0,0.48,0,11.95,-28.72,-2.488,-1.909,-3.079
1/1/2012 23:50,173436,0,325.8,0,0,0,-30.6,1.444,0,1.983,0,0.48,0,11.95,-28.91,-2.489,-1.91,-3.08
1/2/2012 0:00,173437,0,343.5,0,0,0,-30.81,1.444,0,1.985,0,0.48,0,11.96,-29.18,-2.49,-1.911,-3.08
1/2/2012 0:10,173438,0,349.4,0,0,0,-30.98,1.443,0,1.986,0,0.48,0,11.96,-29.37,-2.49,-1.911,-3.09
1/2/2012 0:20,173439,0,339.8,0,0,0,-31.04,1.444,0,1.986,0,0.48,0,11.95,-29.57,-2.49,-1.911,-3.08
1/2/2012 0:30,173440,0,342.2,0,0,0,-31.17,1.446,0,1.986,0,0.48,0,11.96,-29.76,-2.49,-1.912,-3.091
1/2/2012 0:40,173441,0,347.2,0,0,0,-31.36,1.445,0,1.988,0,0.48,0,11.95,-29.92,-2.491,-1.912,-3.081
1/2/2012 0:50,173442,0,335.9,0,0,0,-31.31,1.445,0,1.984,0,0.481,0,11.95,-30.08,-2.49,-1.911,-3.09
1/2/2012 1:00,173443,0,0.939,0,0,0,-31.31,1.445,0,1.983,0,0.48,0,11.95,-30.2,-2.499,-1.91,-3.089
1/2/2012 1:10,173444,0,354.1,0,0,0,-31.38,1.445,0,1.985,0,0.479,0,11.95,-30.32,-2.498,-1.909,-3.088
1/2/2012 1:20,173445,0,334,0,0,0,-31.57,1.457,0,1.982,0,0.481,0,11.95,-30.44,-2.487,-1.908,-3.087
1/2/2012 1:30,173446,0,345.1,0,0,0,-31.57,1.465,0,1.981,0,0.48,0,11.95,-30.56,-2.496,-1.907,-3.086
1/2/2012 1:40,173447,0,338.5,0,0,0,-31.44,1.448,0,1.986,0,0.481,0,11.95,-30.64,-2.494,-1.906,-3.085
1/2/2012 1:50,173448,0,329,0,0,0,-31.27,1.443,0,1.986,0,0.482,0,11.95,-30.68,-2.493,-1.904,-3.083
1/2/2012 2:00,173449,0,322.3,0,0,0,-31.12,1.448,0,1.983,0,0.482,0,11.95,-30.68,-2.493,-1.904,-3.084
1/2/2012 2:10,173450,0,327.8,0,0,0,-31.44,1.448,0,1.987,0,0.481,0,11.95,-30.68,-2.492,-1.904,-3.083
1/2/2012 2:20,173451,0,321.7,0,0,0,-31.68,1.457,0,1.985,0,0.482,0,11.95,-30.72,-2.492,-1.904,-3.083
1/2/2012 2:30,173452,0,317.8,0,0,0,-31.44,1.458,0,1.984,0,0.484,0,11.95,-30.76,-2.493,-1.904,-3.084
1/2/2012 2:40,173453,0,327.5,0,0,0,-31.35,1.457,0,1.982,0,0.483,0,11.95,-30.76,-2.492,-1.904,-3.083
1/2/2012 2:50,173454,0,319.3,0,0,0,-31.7,1.463,0,1.98,0,0.484,0,11.95,-30.81,-2.492,-1.903,-3.082
1/2/2012 3:00,173455,0,311.6,0,0,0,-31.7,1.454,0,2.56,0,0.484,0,11.95,-30.85,-2.492,-1.904,-3.083
1/2/2012 3:10,173456,0,312.2,0,0,0,-31.83,1.46,0,2.56,0,0.486,0,11.95,-30.93,-2.492,-1.904,-3.083
1/2/2012 3:20,173457,0,311.6,0,0,0,-32.11,1.465,0,2.56,0,0.485,0,11.95,-31.01,-2.492,-1.903,-3.083
1/2/2012 3:30,173458,0,290.8,0,0,0,-32.31,1.492,0,2.56,0,0.483,0,11.95,-31.14,-2.492,-1.904,-3.083
1/2/2012 3:40,173459,0,286.2,0,0,0,-32.38,1.406,0,1.984,0,0.485,0,11.95,-31.26,-2.492,-1.903,-3.082
1/2/2012 3:50,173460,0,282.9,0,0,0,-31.96,1.439,0,2.56,0,0.485,0,11.95,-31.35,-2.491,-1.903,-3.082
1/2/2012 4:00,173461,0,274.3,0,0,0,-32.07,1.444,0,2.56,0,0.484,0,11.95,-31.39,-2.491,-1.903,-3.082
1/2/2012 4:10,173462,0,293.1,0,0,0,-32.34,1.446,0,2.56,0,0.482,0,11.94,-31.43,-2.492,-1.904,-3.083
1/2/2012 4:20,173463,0,295.3,0,0,0,-32.47,1.438,0,2.56,0,0.483,0,11.95,-31.51,-2.492,-1.904,-3.083
1/2/2012 4:30,173464,0,286.9,0,0,0,-32.67,1.44,0,2.56,0,0.483,0,11.95,-31.6,-2.492,-1.903,-3.083
1/2/2012 4:40,173465,0,299.8,0,0,0,-32.67,1.453,0,2.56,0,0.484,0,11.94,-31.68,-2.492,-1.913,-3.082
1/2/2012 4:50,173466,0,251.8,0,0,0,-32.45,1.45,0,2.56,0,0.484,0,11.95,-31.77,-2.493,-1.905,-3.084
1/2/2012 5:00,173467,0,244.2,0,0,0,-32.2,1.45,0,2.56,0,0.484,0,11.94,-31.77,-2.493,-1.905,-3.093
1/2/2012 5:10,173468,0,327.6,0,0,0,-32.18,1.459,0,2.56,0,0.485,0,11.94,-31.77,-2.493,-1.905,-3.094
1/2/2012 5:20,173469,0,319.4,0,0,0,-32.22,1.464,0,2.56,0,0.484,0,11.94,-31.77,-2.492,-1.904,-3.093
1/2/2012 5:30,173470,0,339,0,0,0,-32.18,1.462,0,2.56,0,0.485,0,11.94,-31.72,-2.492,-1.913,-3.092
1/2/2012 5:40,173471,0,5.344,0,0,0,-32.22,1.457,0,2.56,0,0.484,0,11.94,-31.72,-2.491,-1.912,-3.092
1/2/2012 5:50,173472,0,33.37,0,0,0,-32.31,1.457,0,2.56,0,0.485,0,11.94,-31.72,-2.493,-1.914,-3.093
1/2/2012 6:00,173473,0,30.09,0,0,0,-32.07,1.456,0,2.56,0,0.486,0,11.94,-31.68,-2.492,-1.914,-3.103
1/2/2012 6:10,173474,0,70.48,0,0,0,-31.85,1.459,0,2.56,0,0.486,0,11.94,-31.68,-2.493,-1.915,-3.094
1/2/2012 6:20,173475,0,317.7,0,0,0,-31.63,1.433,0,2.56,0,0.485,0,11.94,-31.6,-2.492,-1.904,-3.102
1/2/2012 6:30,173476,0,304.6,0,0,0,-31.59,1.433,0,2.56,0,0.487,0,11.94,-31.56,-2.492,-1.913,-3.102
1/2/2012 6:40,173477,0,287.2,0,0,0,-31.25,1.435,0,2.56,0,0.486,0,11.94,-31.43,-2.492,-1.904,-3.103
1/2/2012 6:50,173478,0,292,0,0,0,-31.25,1.425,0,2.56,0,0.486,0,11.94,-31.35,-2.492,-1.913,-3.102
1/2/2012 7:00,173479,0,269.9,0,0,0,-31.29,1.439,0,2.56,0,0.487,0,11.94,-31.22,-2.491,-1.903,-3.102
